類型,連結,第 1 欄,第 2 欄,,
"名人, 反應",https://www.youtube.com/shorts/1lcpSxX6Qn8,,,,
"日常, 食物",https://www.youtube.com/shorts/y8ICXMBmEe8,,,,
音樂舞蹈,https://www.youtube.com/shorts/gqI10B01KUE,,,,
日常,https://www.youtube.com/shorts/ptdFiOE4z0g,,,,
"動畫, 娛樂搞笑",https://www.youtube.com/shorts/BfE9aoRd3qs,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/_zJ_snJZw3Y,,,,
娛樂搞笑,https://www.youtube.com/shorts/R2puBrVZD1I,,,,
"名人, 反應",https://www.youtube.com/shorts/Ft-e99cEggg,,,,
挑戰,https://www.youtube.com/shorts/1N5O_EJScgg,,,,
"日常, 娛樂搞笑, 反應",https://www.youtube.com/shorts/T_cy4ToM2g0,,,,
時尚,https://www.youtube.com/shorts/LsGBHFQkNv4,,,,
挑戰,https://www.youtube.com/shorts/nO5-cp9tCNk,,,,
遊戲,https://www.youtube.com/shorts/0VeLfracv1Q,,,,
反應,https://www.youtube.com/shorts/gEOYroTuoA8,,,,
"反應, 娛樂搞笑",https://www.youtube.com/shorts/ks-OXlmefdA,,,,
名人,https://www.youtube.com/shorts/4P8xsApPdZg,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/kURsZFgbOAI,,,,
"名人, 動畫, 反應",https://www.youtube.com/shorts/ubUjYZ328TU,,,,
"日常, 反應",https://www.youtube.com/shorts/N_XrcY2b6xE,,,,
"教學, 日常, 時尚",https://www.youtube.com/shorts/lyqynxwhMr4,,,,
電影,https://www.youtube.com/shorts/3wZOheCUFSQ,,,,
娛樂搞笑,https://www.youtube.com/shorts/p51o4qTV0vI,,,,
教學,https://www.youtube.com/shorts/3MF4_5u30J4,,,,
挑戰,https://www.youtube.com/shorts/XgFGHDUbUDk,,,,
"名人, 反應",https://www.youtube.com/shorts/w24XJARc-Ek,,,,
"教學, 藝術",https://www.youtube.com/shorts/Cw7Klk9aft4,,,,
"名人, 反應",https://www.youtube.com/shorts/WbBG2W70zos,,,,
"動物, 反應",https://www.youtube.com/shorts/HHmsCsTvx9E,,,,
"娛樂搞笑, 音樂舞蹈, 名人",https://www.youtube.com/shorts/r-rLeLMwvpE,,,,
名人,https://www.youtube.com/shorts/tI-QDl0oFMo,,,,
動畫,https://www.youtube.com/shorts/5m80z19WZ_I,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/epBB-2kHMxA,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/j8VaMc3OFiw,,,,
名人,https://www.youtube.com/shorts/OFMbUMIzcSQ,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/1wPBCDyTq2k,,,,
動畫,https://www.youtube.com/shorts/ABpEW8VYfH0,,,,
"娛樂搞笑, 運動, 名人",https://www.youtube.com/shorts/sgC734u0hGI,,,,
日常,https://www.youtube.com/shorts/QhOEWfNvFQ8,,,,
"名人, 反應, 動物",https://www.youtube.com/shorts/ecbvJ_Exk38,,,,
"名人, 運動",https://www.youtube.com/shorts/DFb48QXHKYw,,,,
"名人, 挑戰, 遊戲",https://www.youtube.com/shorts/qtWqHIx8Z-o,,,,
"動物, 排名",https://www.youtube.com/shorts/WB4Y6tCZ5-4,,,,
惡整,https://www.youtube.com/shorts/zNn3LxxSlVE,,,,
惡整,https://www.youtube.com/shorts/FnBvYp7AXT8,,,,
"運動, 名人",https://www.youtube.com/shorts/UrIYf5E1lFE,,,,
"日常, 娛樂搞笑, 反應",https://www.youtube.com/shorts/IXx-lvDK2fo,,,,
惡整,https://www.youtube.com/shorts/-Wli1tM-EPw,,,,
"日常, 惡整, 反應",https://www.youtube.com/shorts/YSljEqV0Pv4,,,,
日常,https://www.youtube.com/shorts/CgFO8I5Wdkg,,,,
藝術,https://www.youtube.com/shorts/p25sogQytZU,,,,
名人,https://www.youtube.com/shorts/sAPOx8pqB4o,,,,
娛樂搞笑,https://www.youtube.com/shorts/1rAw6GMJkOc,,,,
日常,https://www.youtube.com/shorts/-aMS5M2KnSk,,,,
"音樂舞蹈, 時尚",https://www.youtube.com/shorts/nPhfhklLdnQ,,,,
電影,https://www.youtube.com/shorts/gO67K85yxOM,,,,
動物,https://www.youtube.com/shorts/ezH7P09POtY,,,,
"藝術, 教學",https://www.youtube.com/shorts/cxjPZdjUgDw,,,,
教學,https://www.youtube.com/shorts/p3GmD0oO1ik,,,,
娛樂搞笑,https://www.youtube.com/shorts/otLUQrttUB4,,,,
日常,https://www.youtube.com/shorts/eIueWZKEImo,,,,
動物,https://www.youtube.com/shorts/poOZFMBsjCQ,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/DtVoXAnSRWI,,,,
教學,https://www.youtube.com/shorts/Cw5DfmL7noU,,,,
排名,https://www.youtube.com/shorts/u1S3js1b09Y,,,,
時尚,https://www.youtube.com/shorts/zCpFCJ76I4M,,,,
"勵志, 動物",https://www.youtube.com/shorts/a77-ww2E5Fk,,,,
動物,https://www.youtube.com/shorts/fRG6zP3WEhM,,,,
"遊戲, 娛樂搞笑",https://www.youtube.com/shorts/mjwCpNK9DOg,,,,
音樂舞蹈,https://www.youtube.com/shorts/72s6rF2AnJE,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/KbgIQ0DVWIo,,,,
動畫,https://www.youtube.com/shorts/E6fk6ykj4ng,,,,
日常,https://www.youtube.com/shorts/zLAVrWi1n0w,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/1Ky2-yT05k8,,,,
"科技, 反應, 日常",https://www.youtube.com/shorts/F60KMn_CJVM,,,,
挑戰,https://www.youtube.com/shorts/i6UrxM4sOyI,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/8O8DrZQ7keM,,,,
"娛樂搞笑, 日常",https://www.youtube.com/shorts/IdI4HW8hfo4,,,,
挑戰,https://www.youtube.com/shorts/VOhdrUc2pFM,,,,
運動,https://www.youtube.com/shorts/x6BUzTozPXU,,,,
音樂舞蹈,https://www.youtube.com/shorts/tJSpdUeO2L8,,,,
娛樂搞笑,https://www.youtube.com/shorts/LqrbMH2UBAs,,,,
音樂舞蹈,https://www.youtube.com/shorts/zAUBuf3ISwY,,,,
"動畫, 日常, 娛樂搞笑",https://www.youtube.com/shorts/AL2-6dwdw8k,,,,
挑戰,https://www.youtube.com/shorts/Ih0bm4BoNKA,,,,
音樂舞蹈,https://www.youtube.com/shorts/GCx3mYKkxLQ,,,,
"音樂舞蹈, 挑戰",https://www.youtube.com/shorts/qlH31qK-Lh8,,,,
反應,https://www.youtube.com/shorts/TyGgAOX6YYM,,,,
"教學, 反應",https://www.youtube.com/shorts/bJc0K1zRxfs,,,,
遊戲,https://www.youtube.com/shorts/fuPQqewu71g,,,,
"動畫, 教學",https://www.youtube.com/shorts/yMGXCNlJiVU,,,,
動物,https://www.youtube.com/shorts/RDhgJ6sL1hk,,,,
挑戰,https://www.youtube.com/shorts/Mb_vPYziQvc,,,,
藝術,https://www.youtube.com/shorts/D4eknCvXFwA,,,,
"日常, 動物",https://www.youtube.com/shorts/A5Esxirnhvc,,,,
運動,https://www.youtube.com/shorts/azfEPpna_s0,,,,
反應,https://www.youtube.com/shorts/rw3LsPoJHSs,,,,
音樂舞蹈,https://www.youtube.com/shorts/QWiBI609Zgo,,,,
"音樂舞蹈, 挑戰",https://www.youtube.com/shorts/TqOs1l3SIjw,,,,
食物,https://www.youtube.com/shorts/TzIW40fHZOk,,,,
名人,https://www.youtube.com/shorts/Fod3v7LF5d4,,,,
日常,https://www.youtube.com/shorts/3x5zLx_Y59o,,,,
"動畫, 反應",https://www.youtube.com/shorts/7s0v6LkyFfA,,,,
日常,https://www.youtube.com/shorts/gQOQ82dJaRc,,,,
時尚,https://www.youtube.com/shorts/ryZ6d_C7P9Y,,,,
日常,https://www.youtube.com/shorts/oTzoKTYoICI,,,,
反應,https://www.youtube.com/shorts/utsjFCHIY84,,,,
運動,https://www.youtube.com/shorts/rq3GWan4kZQ,,,,
"名人, 時尚",https://www.youtube.com/shorts/eiH3RM5KuFg,,,,
藝術,https://www.youtube.com/shorts/4G1IZmXDmto,,,,
"娛樂搞笑, 音樂舞蹈",https://www.youtube.com/shorts/_5d1HDawMi8,,,,
"動畫, 娛樂搞笑, 反應",https://www.youtube.com/shorts/pdm1Py7Q-rM,,,,
日常,https://www.youtube.com/shorts/tViJ42AZszk,,,,
"娛樂搞笑, 名人, 反應",https://www.youtube.com/shorts/m8_CvzUS5zQ,,,,
療愈,https://www.youtube.com/shorts/HF15hfEPYPw,,,,
遊戲,https://www.youtube.com/shorts/unMpsdTviYY,,,,
動畫,https://www.youtube.com/shorts/Vff_VIOwFtU,,,,
"娛樂搞笑, 運動",https://www.youtube.com/shorts/AJjGsneRr9c,,,,
勵志,https://www.youtube.com/shorts/sCj2XOT1V8k,,,,
惡整,https://www.youtube.com/shorts/X_EU0NbT1GI,,,,
音樂舞蹈,https://www.youtube.com/shorts/kZq9NWVZ014,,,,
勵志,https://www.youtube.com/shorts/GG6iQ5ZNWV4,,,,
日常,https://www.youtube.com/shorts/GvZuQ71UxvM,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/yx2hA_Q_57g,,,,
食物,https://www.youtube.com/shorts/vrkeO2KAeag,,,,
"日常, 健康, 詭異",https://www.youtube.com/shorts/sezThyRaUyo,,,,
藝術,https://www.youtube.com/shorts/h4VYFG5KLic,,,,
挑戰,https://www.youtube.com/shorts/RPZBq_GVNnI,,,,
電影,https://www.youtube.com/shorts/CTzxMkVucFA,,,,
療愈,https://www.youtube.com/shorts/QoG6rqGdoV4,,,,
"日常, 反應",https://www.youtube.com/shorts/u7wKD3H9JSM,,,,
娛樂搞笑,https://www.youtube.com/shorts/nLrz2KzmL6g,,,,
"日常, 運動",https://www.youtube.com/shorts/SjcwCx2zlmM,,,,
"遊戲, 惡整",https://www.youtube.com/shorts/X3zRaVWQhB8,,,,
"詭異, 惡整",https://www.youtube.com/shorts/T-pcnUJ8dmQ,,,,
教學,https://www.youtube.com/shorts/IIZWSzdQdN8,,,,
"療愈, 食物",https://www.youtube.com/shorts/Q-ajaKJkk1w,,,,
"遊戲, 娛樂搞笑",https://www.youtube.com/shorts/K53sVn6wUcU,,,,
動畫,https://www.youtube.com/shorts/ZL1axHy7aV0,,,,
"娛樂搞笑, 時尚",https://www.youtube.com/shorts/mmh3hjc9_UI,,,,
"挑戰, 運動",https://www.youtube.com/shorts/-x54M3KzvfI,,,,
勵志,https://www.youtube.com/shorts/O_rxpHVWL4I,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/4gJgr2_wR8U,,,,
"藝術, 詭異",https://www.youtube.com/shorts/E-CGhTlpxqY,,,,
運動,https://www.youtube.com/shorts/VvpbA3de-h0,,,,
日常,https://www.youtube.com/shorts/Oj9BOg-HGaE,,,,
遊戲,https://www.youtube.com/shorts/l_uqPmFz-Uk,,,,
挑戰,https://www.youtube.com/shorts/mT0gREywsXc,,,,
教學,https://www.youtube.com/shorts/lm78isk_Zno,,,,
娛樂搞笑,https://www.youtube.com/shorts/JHX8JLGVsiY,,,,
運動,https://www.youtube.com/shorts/qZgaai-t6Wk,,,,
"動畫, 反應",https://www.youtube.com/shorts/BeYGxY5Ck0Y,,,,
"娛樂搞笑, 挑戰",https://www.youtube.com/shorts/dTWw6PzICCI,,,,
音樂舞蹈,https://www.youtube.com/shorts/AJHjBhAbec4,,,,
"遊戲, 挑戰",https://www.youtube.com/shorts/SjmugJI03M4,,,,
運動,https://www.youtube.com/shorts/VHMLrFV9104,,,,
音樂舞蹈,https://www.youtube.com/shorts/qK6Eb8J8kcQ,,,,
日常,https://www.youtube.com/shorts/YzrjOlZWE50,,,,
"名人, 反應",https://www.youtube.com/shorts/9-NZsGLDubc,,,,
"食物, 藝術",https://www.youtube.com/shorts/gS9oo8X466Q,,,,
"電影, 動畫",https://www.youtube.com/shorts/T-5uGr4PGOk,,,,
日常,https://www.youtube.com/shorts/a6OvNwHL7qI,,,,
"娛樂搞笑, 動畫",https://www.youtube.com/shorts/9oeriPr8Nr8,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/xw4YarqbzIc,,,,
教學,https://www.youtube.com/shorts/UvwodHzgZi8,,,,
"名人, 時尚",https://www.youtube.com/shorts/HE1Fxsw1QHY,,,,
"娛樂搞笑, 反應",https://www.youtube.com/shorts/xdAGTFZSGWo,,,,
"日常, 食物",https://www.youtube.com/shorts/ksw4f04E-Tg,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/vzm2OCX8F3Y,,,,
日常,https://www.youtube.com/shorts/UDwgi3v1y5I,,,,
日常,https://www.youtube.com/shorts/TF9syfatRyI,,,,
教學,https://www.youtube.com/shorts/EVAbCzGhnXM,,,,
"運動, 挑戰",https://www.youtube.com/shorts/N3vbQUEboqQ,,,,
"電影, 名人, 反應",https://www.youtube.com/shorts/wnjWX5pmC08,,,,
教學,https://www.youtube.com/shorts/3eNTdpELmvc,,,,
"日常, 電影, 娛樂搞笑",https://www.youtube.com/shorts/4yd5gI0ZB0k,,,,
"動畫, 娛樂搞笑",https://www.youtube.com/shorts/ILfs2qIqrWI,,,,
"運動, 名人, 反應",https://www.youtube.com/shorts/5J_vtgwJJAM,,,,
娛樂搞笑,https://www.youtube.com/shorts/TOVzh4I3j2w,,,,
娛樂搞笑,https://www.youtube.com/shorts/ppP7ZZ2GBoU,,,,
時尚,https://www.youtube.com/shorts/8eYMMuAwCho,,,,
"日常, 反應",https://www.youtube.com/shorts/N8StBEK2IHo,,,,
"動畫, 娛樂搞笑",https://www.youtube.com/shorts/wyRDNoMf50w,,,,
反應,https://www.youtube.com/shorts/6EYq4-GLRrY,,,,
娛樂搞笑,https://www.youtube.com/shorts/QO4KuY2fH00,,,,
"動物, 反應",https://www.youtube.com/shorts/IzMq_p48V5g,,,,
"食物, 娛樂搞笑",https://www.youtube.com/shorts/s-Qt1gU-9HE,,,,
動畫,https://www.youtube.com/shorts/sEM6UgzUJg8,,,,
日常,https://www.youtube.com/shorts/T0SbhBKh4aE,,,,
"日常, 娛樂搞笑",https://www.youtube.com/shorts/sigRW-lt8kk,,,,
娛樂搞笑,https://www.youtube.com/shorts/or92KA4soGM,,,,
"音樂舞蹈, 動物",https://www.youtube.com/shorts/GMr87B3jRMA,,,,
"藝術, 實驗創意",https://www.youtube.com/shorts/7vvdV87XhUI,,,,
"勵志, 食物",https://www.youtube.com/shorts/845iu56e7FA,,,,
"教學, 藝術",https://www.youtube.com/shorts/IY7YMUlQDko,,,,
藝術,https://www.youtube.com/shorts/OtJWWjfN16E,,,,
遊戲,https://www.youtube.com/shorts/K5WIxMGqYWA,,,,
電影,https://www.youtube.com/shorts/iz3SIdEuOVw,,,,
藝術,https://www.youtube.com/shorts/Dgrbg28yWL4,,,,
挑戰,https://www.youtube.com/shorts/SxQ_2uftDCI,,,,
"勵志, 惡整, 運動",https://www.youtube.com/shorts/39wlZpR-Yi0,,,,
娛樂搞笑,https://www.youtube.com/shorts/2UUuqZR0vVE,,,,
"遊戲, 挑戰",https://www.youtube.com/shorts/XVXBHBPTHyk,,,,
遊戲,https://www.youtube.com/shorts/8Q1bX7-eDGw,,,,
挑戰,https://www.youtube.com/shorts/Xd8WIGwD_FY,,,,
日常,https://www.youtube.com/shorts/Wv5_9GngaVI,,,,
動畫,https://www.youtube.com/shorts/wZfO1URxb00,,,,
"娛樂搞笑, 日常",https://www.youtube.com/shorts/GaFvFw6gh3k,,,,
"藝術, 動畫",https://www.youtube.com/shorts/ru4WOMhJvmw,,,,
運動,https://www.youtube.com/shorts/NI15tYi27TI,,,,
音樂舞蹈,https://www.youtube.com/shorts/z8qf9k-0rqs,,,,
運動,https://www.youtube.com/shorts/nnB5-iuhF5w,,,,
詭異,https://www.youtube.com/shorts/u0bBqmzqwdo,,,,
遊戲,https://www.youtube.com/shorts/Q8zLUo_MHOM,,,,
"惡整, 反應",https://www.youtube.com/shorts/Da9Kk2Z_H1A,,,,
動畫,https://www.youtube.com/shorts/3r_G1pXhDj0,,,,
遊戲,https://www.youtube.com/shorts/f5zvDapJ9oc,,,,
遊戲,https://www.youtube.com/shorts/xMZUUF_EifU,,,,
"藝術, 詭異",https://www.youtube.com/shorts/DAycjYXoy8w,,,,
"娛樂搞笑, 動畫",https://www.youtube.com/shorts/fFbyxG5tYgM,,,,
電影,https://www.youtube.com/shorts/MTA5UDQNYfY,,,,
,,,,,
,,,,,
"測試, 上方直接複製",https://www.youtube.com/shorts/bgLLtCnXsZY,,,,
"測試, 分享",https://youtube.com/shorts/bgLLtCnXsZY?si=ByVBsTlWddn4yFWT,,,,
"測試, 右鍵",https://www.youtube.com/shorts/bgLLtCnXsZY?feature=share,,,,
"測試, 上方直接複製",https://www.youtube.com/shorts/Hon1VCHTtvk,,,,
"分享, 測試",https://youtube.com/shorts/Hon1VCHTtvk?si=bzDE5svRBxAj8Sww,,,,
"右鍵, 測試",https://www.youtube.com/shorts/Hon1VCHTtvk?feature=share,,,,
"測試, 上方直接複製",https://www.youtube.com/shorts/gXEGtd2tIhU,,,,
"分享, 測試",https://youtube.com/shorts/gXEGtd2tIhU?si=Dd6uSIWa8OGbyFvt,,,,
"右鍵, 測試",https://www.youtube.com/shorts/gXEGtd2tIhU?feature=share,,,,
"測試, 上方直接複製",https://www.youtube.com/shorts/giFTV37-X7o,,,,
"測試, 分享",https://youtube.com/shorts/giFTV37-X7o?si=fLOkNxxd1JapOkwe,,,,
"測試, 右鍵",https://www.youtube.com/shorts/giFTV37-X7o?feature=share,,,,
"測試, 上方直接複製",https://www.youtube.com/shorts/ew_AX2eJNn4,,,,
"測試, 分享",https://youtube.com/shorts/ew_AX2eJNn4?si=ZhBWHRMCc9mcrlnL,,,,
"測試, 右鍵",https://www.youtube.com/shorts/ew_AX2eJNn4?feature=share,,,,
